event,label,background,composite,P_rated,V_ref,I_rated,C_bus,L_line,noise_frac,adc_bits,R_f,arc_place,t_ramp,smoothed,T1,T2,sched_tier,W_ms,di_end,di_max,didt_max,t_rise,dv_early,di_early,v_sag_end,v_min,r_dyn,collapse,spec_i,spec_v,has_period,period_strength,n_tiers,T1_est,T2_est,phase_err_t1,phase_err_t2,phase_err,resid_period,onset_found,t_on_rel,decision
00005,benign_step,flat,False,145675.10100065696,807.1513587976921,180.48052501286762,0.00981743373055511,4.725954119387751e-06,0.0011031493478847944,12,,,0.0012888241278855171,False,0.0,0.0,0,1.0,0.12936311303345285,0.1365466117977961,0.0018481571124807185,0.8605,0.001375316651985371,0.014407585073705166,0.003163648124296152,0.9961733642009857,0.024267970062085885,0.0,0.15679394760978158,-0.06149151599879029,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.22600000001850307,HOLD
00006,benign_step,flat,False,917186.696887607,835.1178993831195,1098.2721093214618,0.014498572622880238,7.446361491935669e-06,0.0009598438662554251,14,,,0.002853597771773474,True,0.0,0.0,0,0.25,0.035658688943973345,0.03680982021678219,0.0015085341709013512,0.1915,0.00209859939877237,0.017036397650165968,0.0021577939727106432,0.9971198221632367,0.05886173332626459,0.0,-0.017520457771539058,-0.1324293757718595,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.326000000018499,HOLD
00006,benign_step,flat,False,917186.696887607,835.1178993831195,1098.2721093214618,0.014498572622880238,7.446361491935669e-06,0.0009598438662554251,14,,,0.002853597771773474,True,0.0,0.0,0,0.5,0.06403413017021942,0.06825699495472456,0.0015085341709013512,0.424,0.00209859939877237,0.017036397650165968,0.00334603558399915,0.9959702979118995,0.051450454941755715,0.0,-0.04673454082691658,-0.09630607618597073,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.326000000018499,HOLD
00006,benign_step,flat,False,917186.696887607,835.1178993831195,1098.2721093214618,0.014498572622880238,7.446361491935669e-06,0.0009598438662554251,14,,,0.002853597771773474,True,0.0,0.0,0,1.0,0.12726469697743936,0.1357233510676069,0.001972703233577337,0.8564999999999999,0.00209859939877237,0.017036397650165968,0.005490184795968904,0.9936088999902607,0.04280355331860784,0.0,0.027469466782158003,-0.11328045942379407,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.326000000018499,HOLD
00007,benign_step,flat,False,122178.50371765028,794.103834138641,153.85708828641594,0.0050617432712604694,6.251166676833132e-06,0.0022690539368660076,12,,,0.0011312881351217832,False,0.0,0.0,0,0.25,0.04714859797473805,0.050258727099800976,0.0034547143294962855,0.19249999999999998,0.0019521156157099129,0.013452725071171427,0.0006938722987400037,0.9984391908676741,0.01441105926083362,0.0,-0.038131229275775634,0.06202334407612247,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.21250000001850344,HOLD
00007,benign_step,flat,False,122178.50371765028,794.103834138641,153.85708828641594,0.0050617432712604694,6.251166676833132e-06,0.0022690539368660076,12,,,0.0011312881351217832,False,0.0,0.0,0,0.5,0.10147223172955991,0.10850168551688441,0.0035432975110866603,0.4235,0.0019521156157099129,0.013452725071171427,0.0010139991868487225,0.9978113853107348,0.009895355744030474,0.0,0.04726004013949416,0.016424453231904418,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.21250000001850344,HOLD
00007,benign_step,flat,False,122178.50371765028,794.103834138641,153.85708828641594,0.0050617432712604694,6.251166676833132e-06,0.0022690539368660076,12,,,0.0011312881351217832,False,0.0,0.0,0,1.0,0.19514374393326064,0.20518943730139436,0.0038976252786937123,0.762,0.0019521156157099129,0.013452725071171427,0.0014590222440339455,0.9974285949156231,0.007438535712514943,0.0,0.12338675622055217,0.011065795742783869,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.21250000001850344,HOLD
00008,benign_step,flat,False,155348.45838043196,832.5341014958658,186.5971112790548,0.0012299546633428777,2.4143511546909004e-06,0.003403374325527503,16,,,0.0018475215064229407,False,0.0,0.0,0,0.25,0.07954608525689229,0.0838307971507697,0.005675110352669915,0.191,0.003369908030735736,0.03301150477643325,0.0003967111655092964,0.9971805115885076,0.00492526935659297,0.0,0.5203399600733334,0.0022433970128709576,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.10050000001850246,HOLD
00008,benign_step,flat,False,155348.45838043196,832.5341014958658,186.5971112790548,0.0012299546633428777,2.4143511546909004e-06,0.003403374325527503,16,,,0.0018475215064229407,False,0.0,0.0,0,0.5,0.15404373456427062,0.1614690530727481,0.005675110352669915,0.41350000000000003,0.003369908030735736,0.03301150477643325,0.0018793194186891102,0.9958290395650832,0.012121221305528292,0.0,0.27944229249074737,-0.005506866584639549,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.10050000001850246,HOLD
00008,benign_step,flat,False,155348.45838043196,832.5341014958658,186.5971112790548,0.0012299546633428777,2.4143511546909004e-06,0.003403374325527503,16,,,0.0018475215064229407,False,0.0,0.0,0,1.0,0.2979413369363251,0.31584024514753517,0.005675110352669915,0.7965,0.003369908030735736,0.03301150477643325,0.004724496621944568,0.9929541102414782,0.0158040927707194,0.0,0.4123884749356123,0.0039527165272064055,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.10050000001850246,HOLD
00009,benign_step,flat,False,482085.7337375036,776.3075045900829,620.9984199393531,0.02030268763890584,3.056974405974796e-05,0.004684257539247455,16,,,0.004479829499253339,True,0.0,0.0,0,0.25,0.024628584258696,0.032450365286967105,0.007543305994197234,0.0945,0.004799973555751847,0.012387684896439922,0.0016085764888481347,0.9951367294104823,0.0627649374858594,0.0,0.10242818215654213,-0.002635229231766239,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.6975000000185028,HOLD
00009,benign_step,flat,False,482085.7337375036,776.3075045900829,620.9984199393531,0.02030268763890584,3.056974405974796e-05,0.004684257539247455,16,,,0.004479829499253339,True,0.0,0.0,0,0.5,0.0343710391152744,0.04085141397945292,0.007543305994197234,0.247,0.004799973555751847,0.012387684896439922,0.0016614952189035516,0.9948917695246018,0.04697332225634452,0.0,0.10501351436131003,-0.03272238733976326,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.6975000000185028,HOLD
00009,benign_step,flat,False,482085.7337375036,776.3075045900829,620.9984199393531,0.02030268763890584,3.056974405974796e-05,0.004684257539247455,16,,,0.004479829499253339,True,0.0,0.0,0,1.0,0.07132367904002718,0.08035215550096055,0.008834394490193758,0.7895000000000001,0.004799973555751847,0.012387684896439922,0.0027569610558193596,0.99229672585927,0.03811975679906346,0.0,0.09267689096882123,-0.03086710076704179,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.6975000000185028,HOLD
00010,benign_step,flat,False,334323.4403676301,760.7138753509005,439.48644976853365,0.025548102438710824,4.8630734388836e-06,0.0012320378185270927,16,,,0.007594915184563523,False,0.0,0.0,0,0.25,0.023546094976405394,0.024701773102491987,0.002014041714903841,0.135,0.001679352187216852,0.016114674282479757,0.0009138887667543786,0.9986451139877629,0.037231533880759525,0.0,0.14522688326927133,0.03313772283919631,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.6945000000184998,HOLD
00010,benign_step,flat,False,334323.4403676301,760.7138753509005,439.48644976853365,0.025548102438710824,4.8630734388836e-06,0.0012320378185270927,16,,,0.007594915184563523,False,0.0,0.0,0,0.5,0.03690454988988081,0.03940892171356085,0.0021294635177513885,0.36450000000000005,0.001679352187216852,0.016114674282479757,0.0006984854918576273,0.9980905704084524,0.018427484138100754,0.0,0.11079823734018573,0.1420903397401526,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.6945000000184998,HOLD
